Experiment_ID,Type,LLVM_Arg,MIR_Pass,RUSTFLAGS,Description
EXP_DBL_0509,Double_Disable,-disable-licm-promotion,EnumSizeOpt,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-licm-promotion AND MIR EnumSizeOpt
EXP_DBL_0510,Double_Disable,-disable-loop-level-heuristics,EnumSizeOpt,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-loop-level-heuristics AND MIR EnumSizeOpt
EXP_DBL_0511,Double_Disable,-disable-lsr,EnumSizeOpt,-C llvm-args=-disable-lsr -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-lsr AND MIR EnumSizeOpt
EXP_DBL_0512,Double_Disable,-disable-machine-licm,EnumSizeOpt,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-machine-licm AND MIR EnumSizeOpt
EXP_DBL_0513,Double_Disable,-disable-postra-machine-licm,EnumSizeOpt,-C llvm-args=-disable-postra-machine-licm -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-postra-machine-licm AND MIR EnumSizeOpt
EXP_DBL_0514,Double_Disable,-disable-preheader-prot,EnumSizeOpt,-C llvm-args=-disable-preheader-prot -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-preheader-prot AND MIR EnumSizeOpt
EXP_DBL_0515,Double_Disable,-disable-block-placement,EnumSizeOpt,-C llvm-args=-disable-block-placement -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-block-placement AND MIR EnumSizeOpt
EXP_DBL_0516,Double_Disable,-disable-branch-fold,EnumSizeOpt,-C llvm-args=-disable-branch-fold -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-branch-fold AND MIR EnumSizeOpt
EXP_DBL_0517,Double_Disable,-disable-cgp-branch-opts,EnumSizeOpt,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp-branch-opts AND MIR EnumSizeOpt
EXP_DBL_0518,Double_Disable,-disable-cgp-select2branch,EnumSizeOpt,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp-select2branch AND MIR EnumSizeOpt
EXP_DBL_0519,Double_Disable,-disable-chr,EnumSizeOpt,-C llvm-args=-disable-chr -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-chr AND MIR EnumSizeOpt
EXP_DBL_0520,Double_Disable,-disable-early-ifcvt,EnumSizeOpt,-C llvm-args=-disable-early-ifcvt -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-early-ifcvt AND MIR EnumSizeOpt
EXP_DBL_0521,Double_Disable,-disable-early-taildup,EnumSizeOpt,-C llvm-args=-disable-early-taildup -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-early-taildup AND MIR EnumSizeOpt
EXP_DBL_0522,Double_Disable,-disable-ifcvt-diamond,EnumSizeOpt,-C llvm-args=-disable-ifcvt-diamond -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-ifcvt-diamond AND MIR EnumSizeOpt
EXP_DBL_0523,Double_Disable,-disable-ifcvt-forked-diamond,EnumSizeOpt,-C llvm-args=-disable-ifcvt-forked-diamond -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-ifcvt-forked-diamond AND MIR EnumSizeOpt
EXP_DBL_0524,Double_Disable,-disable-ifcvt-simple,EnumSizeOpt,-C llvm-args=-disable-ifcvt-simple -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-ifcvt-simple AND MIR EnumSizeOpt
EXP_DBL_0525,Double_Disable,-disable-ifcvt-simple-false,EnumSizeOpt,-C llvm-args=-disable-ifcvt-simple-false -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-ifcvt-simple-false AND MIR EnumSizeOpt
EXP_DBL_0526,Double_Disable,-disable-ifcvt-triangle,EnumSizeOpt,-C llvm-args=-disable-ifcvt-triangle -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-ifcvt-triangle AND MIR EnumSizeOpt
EXP_DBL_0527,Double_Disable,-disable-ifcvt-triangle-false,EnumSizeOpt,-C llvm-args=-disable-ifcvt-triangle-false -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-ifcvt-triangle-false AND MIR EnumSizeOpt
EXP_DBL_0528,Double_Disable,-disable-ifcvt-triangle-rev,EnumSizeOpt,-C llvm-args=-disable-ifcvt-triangle-rev -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-ifcvt-triangle-rev AND MIR EnumSizeOpt
EXP_DBL_0529,Double_Disable,-disable-tail-calls,EnumSizeOpt,-C llvm-args=-disable-tail-calls -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-tail-calls AND MIR EnumSizeOpt
EXP_DBL_0530,Double_Disable,-disable-tail-duplicate,EnumSizeOpt,-C llvm-args=-disable-tail-duplicate -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-tail-duplicate AND MIR EnumSizeOpt
EXP_DBL_0531,Double_Disable,-disable-cgp-ext-ld-promotion,EnumSizeOpt,-C llvm-args=-disable-cgp-ext-ld-promotion -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp-ext-ld-promotion AND MIR EnumSizeOpt
EXP_DBL_0532,Double_Disable,-disable-cgp-store-extract,EnumSizeOpt,-C llvm-args=-disable-cgp-store-extract -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp-store-extract AND MIR EnumSizeOpt
EXP_DBL_0533,Double_Disable,-disable-memop-opt,EnumSizeOpt,-C llvm-args=-disable-memop-opt -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-memop-opt AND MIR EnumSizeOpt
EXP_DBL_0534,Double_Disable,-disable-separate-const-offset-from-gep,EnumSizeOpt,-C llvm-args=-disable-separate-const-offset-from-gep -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-separate-const-offset-from-gep AND MIR EnumSizeOpt
EXP_DBL_0535,Double_Disable,-disable-adv-copy-opt,EnumSizeOpt,-C llvm-args=-disable-adv-copy-opt -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-adv-copy-opt AND MIR EnumSizeOpt
EXP_DBL_0536,Double_Disable,-disable-cgp-delete-phis,EnumSizeOpt,-C llvm-args=-disable-cgp-delete-phis -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp-delete-phis AND MIR EnumSizeOpt
EXP_DBL_0537,Double_Disable,-disable-cleanups,EnumSizeOpt,-C llvm-args=-disable-cleanups -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cleanups AND MIR EnumSizeOpt
EXP_DBL_0538,Double_Disable,-disable-constant-hoisting,EnumSizeOpt,-C llvm-args=-disable-constant-hoisting -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-constant-hoisting AND MIR EnumSizeOpt
EXP_DBL_0539,Double_Disable,-disable-copyprop,EnumSizeOpt,-C llvm-args=-disable-copyprop -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-copyprop AND MIR EnumSizeOpt
EXP_DBL_0540,Double_Disable,-disable-demotion,EnumSizeOpt,-C llvm-args=-disable-demotion -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-demotion AND MIR EnumSizeOpt
EXP_DBL_0541,Double_Disable,-disable-gep-const-evaluation,EnumSizeOpt,-C llvm-args=-disable-gep-const-evaluation -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-gep-const-evaluation AND MIR EnumSizeOpt
EXP_DBL_0542,Double_Disable,-disable-icp,EnumSizeOpt,-C llvm-args=-disable-icp -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-icp AND MIR EnumSizeOpt
EXP_DBL_0543,Double_Disable,-disable-machine-cse,EnumSizeOpt,-C llvm-args=-disable-machine-cse -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-machine-cse AND MIR EnumSizeOpt
EXP_DBL_0544,Double_Disable,-disable-machine-dce,EnumSizeOpt,-C llvm-args=-disable-machine-dce -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-machine-dce AND MIR EnumSizeOpt
EXP_DBL_0545,Double_Disable,-disable-machine-sink,EnumSizeOpt,-C llvm-args=-disable-machine-sink -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-machine-sink AND MIR EnumSizeOpt
EXP_DBL_0546,Double_Disable,-disable-mergeicmps,EnumSizeOpt,-C llvm-args=-disable-mergeicmps -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-mergeicmps AND MIR EnumSizeOpt
EXP_DBL_0547,Double_Disable,-disable-non-allocatable-phys-copy-opt,EnumSizeOpt,-C llvm-args=-disable-non-allocatable-phys-copy-opt -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-non-allocatable-phys-copy-opt AND MIR EnumSizeOpt
EXP_DBL_0548,Double_Disable,-disable-phi-elim-edge-splitting,EnumSizeOpt,-C llvm-args=-disable-phi-elim-edge-splitting -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-phi-elim-edge-splitting AND MIR EnumSizeOpt
EXP_DBL_0549,Double_Disable,-disable-postra-machine-sink,EnumSizeOpt,-C llvm-args=-disable-postra-machine-sink -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-postra-machine-sink AND MIR EnumSizeOpt
EXP_DBL_0550,Double_Disable,-disable-preinline,EnumSizeOpt,-C llvm-args=-disable-preinline -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-preinline AND MIR EnumSizeOpt
EXP_DBL_0551,Double_Disable,-disable-select-optimize,EnumSizeOpt,-C llvm-args=-disable-select-optimize -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-select-optimize AND MIR EnumSizeOpt
EXP_DBL_0552,Double_Disable,-disable-ssc,EnumSizeOpt,-C llvm-args=-disable-ssc -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-ssc AND MIR EnumSizeOpt
EXP_DBL_0553,Double_Disable,-disable-type-promotion,EnumSizeOpt,-C llvm-args=-disable-type-promotion -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-type-promotion AND MIR EnumSizeOpt
EXP_DBL_0554,Double_Disable,-disable-auto-upgrade-debug-info,EnumSizeOpt,-C llvm-args=-disable-auto-upgrade-debug-info -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-auto-upgrade-debug-info AND MIR EnumSizeOpt
EXP_DBL_0555,Double_Disable,-disable-bitcode-version-upgrade,EnumSizeOpt,-C llvm-args=-disable-bitcode-version-upgrade -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-bitcode-version-upgrade AND MIR EnumSizeOpt
EXP_DBL_0556,Double_Disable,-disable-cfi-fixup,EnumSizeOpt,-C llvm-args=-disable-cfi-fixup -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cfi-fixup AND MIR EnumSizeOpt
EXP_DBL_0557,Double_Disable,-disable-cgdata-for-merging,EnumSizeOpt,-C llvm-args=-disable-cgdata-for-merging -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgdata-for-merging AND MIR EnumSizeOpt
EXP_DBL_0558,Double_Disable,-disable-global-outlining,EnumSizeOpt,-C llvm-args=-disable-global-outlining -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-global-outlining AND MIR EnumSizeOpt
EXP_DBL_0559,Double_Disable,-disable-last-run-tracking,EnumSizeOpt,-C llvm-args=-disable-last-run-tracking -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-last-run-tracking AND MIR EnumSizeOpt
EXP_DBL_0560,Double_Disable,-disable-layout-fsprofile-loader,EnumSizeOpt,-C llvm-args=-disable-layout-fsprofile-loader -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-layout-fsprofile-loader AND MIR EnumSizeOpt
EXP_DBL_0561,Double_Disable,-disable-nofree-inference,EnumSizeOpt,-C llvm-args=-disable-nofree-inference -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-nofree-inference AND MIR EnumSizeOpt
EXP_DBL_0562,Double_Disable,-disable-nounwind-inference,EnumSizeOpt,-C llvm-args=-disable-nounwind-inference -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-nounwind-inference AND MIR EnumSizeOpt
EXP_DBL_0563,Double_Disable,-disable-ondemand-mds-loading,EnumSizeOpt,-C llvm-args=-disable-ondemand-mds-loading -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-ondemand-mds-loading AND MIR EnumSizeOpt
EXP_DBL_0564,Double_Disable,-disable-ra-fsprofile-loader,EnumSizeOpt,-C llvm-args=-disable-ra-fsprofile-loader -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-ra-fsprofile-loader AND MIR EnumSizeOpt
EXP_DBL_0565,Double_Disable,-disable-sample-loader-inlining,EnumSizeOpt,-C llvm-args=-disable-sample-loader-inlining -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-sample-loader-inlining AND MIR EnumSizeOpt
EXP_DBL_0566,Double_Disable,-disable-thinlto-funcattrs,EnumSizeOpt,-C llvm-args=-disable-thinlto-funcattrs -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-thinlto-funcattrs AND MIR EnumSizeOpt
EXP_DBL_0567,Double_Disable,-disable-vp,EnumSizeOpt,-C llvm-args=-disable-vp -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-vp AND MIR EnumSizeOpt
EXP_DBL_0568,Double_Disable,-disable-whole-program-visibility,EnumSizeOpt,-C llvm-args=-disable-whole-program-visibility -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-whole-program-visibility AND MIR EnumSizeOpt
EXP_DBL_0569,Double_Disable,-disable-2addr-hack,EnumSizeOpt,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-2addr-hack AND MIR EnumSizeOpt
EXP_DBL_0570,Double_Disable,-disable-cgp,EnumSizeOpt,-C llvm-args=-disable-cgp -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp AND MIR EnumSizeOpt
EXP_DBL_0571,Double_Disable,-disable-cgp-gc-opts,EnumSizeOpt,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp-gc-opts AND MIR EnumSizeOpt
EXP_DBL_0572,Double_Disable,-disable-complex-addr-modes,EnumSizeOpt,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-complex-addr-modes AND MIR EnumSizeOpt
EXP_DBL_0573,Double_Disable,-disable-dfa-sched,EnumSizeOpt,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-dfa-sched AND MIR EnumSizeOpt
EXP_DBL_0574,Double_Disable,-disable-i2p-p2i-opt,EnumSizeOpt,-C llvm-args=-disable-i2p-p2i-opt -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-i2p-p2i-opt AND MIR EnumSizeOpt
EXP_DBL_0575,Double_Disable,-disable-mr-partial-inlining,EnumSizeOpt,-C llvm-args=-disable-mr-partial-inlining -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-mr-partial-inlining AND MIR EnumSizeOpt
EXP_DBL_0576,Double_Disable,-disable-partial-inlining,EnumSizeOpt,-C llvm-args=-disable-partial-inlining -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-partial-inlining AND MIR EnumSizeOpt
EXP_DBL_0577,Double_Disable,-disable-partial-libcall-inlining,EnumSizeOpt,-C llvm-args=-disable-partial-libcall-inlining -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-partial-libcall-inlining AND MIR EnumSizeOpt
EXP_DBL_0578,Double_Disable,-disable-peephole,EnumSizeOpt,-C llvm-args=-disable-peephole -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-peephole AND MIR EnumSizeOpt
EXP_DBL_0579,Double_Disable,-disable-post-ra,EnumSizeOpt,-C llvm-args=-disable-post-ra -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-post-ra AND MIR EnumSizeOpt
EXP_DBL_0580,Double_Disable,-disable-spill-fusing,EnumSizeOpt,-C llvm-args=-disable-spill-fusing -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-spill-fusing AND MIR EnumSizeOpt
EXP_DBL_0581,Double_Disable,-disable-strictnode-mutation,EnumSizeOpt,-C llvm-args=-disable-strictnode-mutation -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-strictnode-mutation AND MIR EnumSizeOpt
EXP_DBL_0582,Double_Disable,-disable-binop-extract-shuffle,ForceInline,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-binop-extract-shuffle AND MIR ForceInline
EXP_DBL_0583,Double_Disable,-disable-expand-reductions,ForceInline,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-expand-reductions AND MIR ForceInline
EXP_DBL_0584,Double_Disable,-disable-interleaved-load-combine,ForceInline,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-interleaved-load-combine AND MIR ForceInline
EXP_DBL_0585,Double_Disable,-disable-loop-idiom-vectorize-all,ForceInline,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR ForceInline
EXP_DBL_0586,Double_Disable,-disable-loop-idiom-vectorize-bytecmp,ForceInline,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR ForceInline
EXP_DBL_0587,Double_Disable,-disable-promote-alloca-to-vector,ForceInline,-C llvm-args=-disable-promote-alloca-to-vector -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-promote-alloca-to-vector AND MIR ForceInline
EXP_DBL_0588,Double_Disable,-disable-replace-with-vec-lib,ForceInline,-C llvm-args=-disable-replace-with-vec-lib -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-replace-with-vec-lib AND MIR ForceInline
EXP_DBL_0589,Double_Disable,-disable-vector-combine,ForceInline,-C llvm-args=-disable-vector-combine -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-vector-combine AND MIR ForceInline
EXP_DBL_0590,Double_Disable,-disable-advanced-peeling,ForceInline,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-advanced-peeling AND MIR ForceInline
EXP_DBL_0591,Double_Disable,-disable-lftr,ForceInline,-C llvm-args=-disable-lftr -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-lftr AND MIR ForceInline
EXP_DBL_0592,Double_Disable,-disable-licm-promotion,ForceInline,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-licm-promotion AND MIR ForceInline
EXP_DBL_0593,Double_Disable,-disable-loop-level-heuristics,ForceInline,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-loop-level-heuristics AND MIR ForceInline
EXP_DBL_0594,Double_Disable,-disable-lsr,ForceInline,-C llvm-args=-disable-lsr -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-lsr AND MIR ForceInline
EXP_DBL_0595,Double_Disable,-disable-machine-licm,ForceInline,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-machine-licm AND MIR ForceInline
EXP_DBL_0596,Double_Disable,-disable-postra-machine-licm,ForceInline,-C llvm-args=-disable-postra-machine-licm -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-postra-machine-licm AND MIR ForceInline
EXP_DBL_0597,Double_Disable,-disable-preheader-prot,ForceInline,-C llvm-args=-disable-preheader-prot -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-preheader-prot AND MIR ForceInline
EXP_DBL_0598,Double_Disable,-disable-block-placement,ForceInline,-C llvm-args=-disable-block-placement -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-block-placement AND MIR ForceInline
EXP_DBL_0599,Double_Disable,-disable-branch-fold,ForceInline,-C llvm-args=-disable-branch-fold -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-branch-fold AND MIR ForceInline
EXP_DBL_0600,Double_Disable,-disable-cgp-branch-opts,ForceInline,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-cgp-branch-opts AND MIR ForceInline
EXP_DBL_0601,Double_Disable,-disable-cgp-select2branch,ForceInline,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-cgp-select2branch AND MIR ForceInline
EXP_DBL_0602,Double_Disable,-disable-chr,ForceInline,-C llvm-args=-disable-chr -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-chr AND MIR ForceInline
EXP_DBL_0603,Double_Disable,-disable-early-ifcvt,ForceInline,-C llvm-args=-disable-early-ifcvt -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-early-ifcvt AND MIR ForceInline
EXP_DBL_0604,Double_Disable,-disable-early-taildup,ForceInline,-C llvm-args=-disable-early-taildup -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-early-taildup AND MIR ForceInline
EXP_DBL_0605,Double_Disable,-disable-ifcvt-diamond,ForceInline,-C llvm-args=-disable-ifcvt-diamond -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-ifcvt-diamond AND MIR ForceInline
EXP_DBL_0606,Double_Disable,-disable-ifcvt-forked-diamond,ForceInline,-C llvm-args=-disable-ifcvt-forked-diamond -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-ifcvt-forked-diamond AND MIR ForceInline
EXP_DBL_0607,Double_Disable,-disable-ifcvt-simple,ForceInline,-C llvm-args=-disable-ifcvt-simple -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-ifcvt-simple AND MIR ForceInline
EXP_DBL_0608,Double_Disable,-disable-ifcvt-simple-false,ForceInline,-C llvm-args=-disable-ifcvt-simple-false -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-ifcvt-simple-false AND MIR ForceInline
EXP_DBL_0609,Double_Disable,-disable-ifcvt-triangle,ForceInline,-C llvm-args=-disable-ifcvt-triangle -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-ifcvt-triangle AND MIR ForceInline
EXP_DBL_0610,Double_Disable,-disable-ifcvt-triangle-false,ForceInline,-C llvm-args=-disable-ifcvt-triangle-false -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-ifcvt-triangle-false AND MIR ForceInline
EXP_DBL_0611,Double_Disable,-disable-ifcvt-triangle-rev,ForceInline,-C llvm-args=-disable-ifcvt-triangle-rev -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-ifcvt-triangle-rev AND MIR ForceInline
EXP_DBL_0612,Double_Disable,-disable-tail-calls,ForceInline,-C llvm-args=-disable-tail-calls -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-tail-calls AND MIR ForceInline
EXP_DBL_0613,Double_Disable,-disable-tail-duplicate,ForceInline,-C llvm-args=-disable-tail-duplicate -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-tail-duplicate AND MIR ForceInline
