config_id,config_name,mir_disabled_count,llvm_disabled_count,mir_disabled_list,llvm_disabled_list
351,RANDOM_CONFIG_0351,8,30,CopyProp;DataflowConstProp;EnumSizeOpt;ForceInline;InstSimplify-before-inline;ReferencePropagation;ScalarReplacementOfAggregates;UnreachableEnumBranching,2addr-hack;adv-copy-opt;auto-upgrade-debug-info;binop-extract-shuffle;branch-fold;cgdata-for-merging;cgp-branch-opts;cgp-delete-phis;constant-hoisting;demotion;expand-reductions;global-outlining;i2p-p2i-opt;ifcvt-triangle-false;ifcvt-triangle-rev;loop-level-heuristics;lsr;memop-opt;mergeicmps;non-allocatable-phys-copy-opt;partial-libcall-inlining;phi-elim-edge-splitting;post-ra;postra-machine-licm;separate-const-offset-from-gep;ssc;strictnode-mutation;thinlto-funcattrs;vector-combine;vp
352,RANDOM_CONFIG_0352,6,27,DeadStoreElimination-final;DestinationPropagation;ForceInline;GVN;InstSimplify-after-simplifycfg;UnreachableEnumBranching,advanced-peeling;bitcode-version-upgrade;block-placement;branch-fold;cgp;cgp-ext-ld-promotion;cgp-gc-opts;demotion;early-ifcvt;icp;ifcvt-forked-diamond;ifcvt-simple;ifcvt-simple-false;ifcvt-triangle-false;ifcvt-triangle-rev;lftr;licm-promotion;loop-idiom-vectorize-bytecmp;lsr;machine-dce;machine-licm;machine-sink;non-allocatable-phys-copy-opt;partial-inlining;peephole;preinline;replace-with-vec-lib
353,RANDOM_CONFIG_0353,10,23,DataflowConstProp;DeadStoreElimination-final;EarlyOtherwiseBranch;EnumSizeOpt;GVN;ImpossiblePredicates;InstSimplify-after-simplifycfg;ReferencePropagation;SingleUseConsts;UnreachablePropagation,2addr-hack;adv-copy-opt;cgp-ext-ld-promotion;complex-addr-modes;i2p-p2i-opt;ifcvt-simple-false;ifcvt-triangle;layout-fsprofile-loader;lftr;licm-promotion;loop-level-heuristics;lsr;machine-dce;mergeicmps;ondemand-mds-loading;ra-fsprofile-loader;separate-const-offset-from-gep;spill-fusing;ssc;strictnode-mutation;tail-duplicate;vector-combine;whole-program-visibility
354,RANDOM_CONFIG_0354,6,30,GVN;InstSimplify-before-inline;JumpThreading;ReferencePropagation;SingleUseConsts;UnreachablePropagation,advanced-peeling;block-placement;cfi-fixup;cgdata-for-merging;cgp;cgp-delete-phis;cgp-select2branch;cgp-store-extract;complex-addr-modes;constant-hoisting;gep-const-evaluation;ifcvt-simple;ifcvt-triangle;ifcvt-triangle-rev;layout-fsprofile-loader;loop-level-heuristics;machine-dce;memop-opt;mergeicmps;non-allocatable-phys-copy-opt;ondemand-mds-loading;partial-inlining;partial-libcall-inlining;postra-machine-sink;replace-with-vec-lib;ssc;tail-calls;thinlto-funcattrs;type-promotion;vp
355,RANDOM_CONFIG_0355,9,31,CopyProp;DestinationPropagation;EnumSizeOpt;ForceInline;GVN;JumpThreading;ReferencePropagation;SingleUseConsts;UnreachableEnumBranching,2addr-hack;advanced-peeling;auto-upgrade-debug-info;block-placement;branch-fold;cleanups;dfa-sched;early-taildup;icp;ifcvt-diamond;ifcvt-triangle;ifcvt-triangle-false;ifcvt-triangle-rev;interleaved-load-combine;loop-idiom-vectorize-all;machine-cse;machine-dce;machine-licm;mr-partial-inlining;nofree-inference;nounwind-inference;ondemand-mds-loading;partial-inlining;partial-libcall-inlining;peephole;replace-with-vec-lib;separate-const-offset-from-gep;ssc;strictnode-mutation;tail-duplicate;vp
356,RANDOM_CONFIG_0356,6,30,DeadStoreElimination-final;DeadStoreElimination-initial;EarlyOtherwiseBranch;ForceInline;InstSimplify-before-inline;UnreachablePropagation,auto-upgrade-debug-info;binop-extract-shuffle;bitcode-version-upgrade;branch-fold;cgp-delete-phis;cgp-gc-opts;cgp-store-extract;constant-hoisting;dfa-sched;global-outlining;ifcvt-diamond;ifcvt-simple-false;ifcvt-triangle-rev;interleaved-load-combine;layout-fsprofile-loader;lftr;loop-level-heuristics;memop-opt;mergeicmps;nofree-inference;non-allocatable-phys-copy-opt;partial-inlining;partial-libcall-inlining;peephole;post-ra;preheader-prot;preinline;spill-fusing;ssc;tail-calls
357,RANDOM_CONFIG_0357,8,19,CopyProp;DataflowConstProp;DeadStoreElimination-initial;EarlyOtherwiseBranch;ImpossiblePredicates;Inline;ScalarReplacementOfAggregates;UnreachableEnumBranching,adv-copy-opt;cgdata-for-merging;cgp-branch-opts;cgp-gc-opts;chr;copyprop;demotion;early-taildup;global-outlining;icp;ifcvt-diamond;ifcvt-forked-diamond;layout-fsprofile-loader;licm-promotion;non-allocatable-phys-copy-opt;peephole;post-ra;replace-with-vec-lib;tail-duplicate
358,RANDOM_CONFIG_0358,6,27,DestinationPropagation;EnumSizeOpt;ImpossiblePredicates;ScalarReplacementOfAggregates;SingleUseConsts;UnreachableEnumBranching,2addr-hack;advanced-peeling;binop-extract-shuffle;branch-fold;cfi-fixup;cgdata-for-merging;cgp-branch-opts;cgp-select2branch;chr;constant-hoisting;early-ifcvt;early-taildup;gep-const-evaluation;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-triangle-rev;licm-promotion;lsr;machine-sink;preheader-prot;preinline;promote-alloca-to-vector;ra-fsprofile-loader;sample-loader-inlining;ssc;thinlto-funcattrs;type-promotion
359,RANDOM_CONFIG_0359,6,26,DestinationPropagation;EnumSizeOpt;Inline;InstSimplify-before-inline;UnreachableEnumBranching;UnreachablePropagation,2addr-hack;adv-copy-opt;advanced-peeling;bitcode-version-upgrade;block-placement;chr;complex-addr-modes;demotion;dfa-sched;gep-const-evaluation;i2p-p2i-opt;ifcvt-simple-false;ifcvt-triangle-rev;interleaved-load-combine;lftr;licm-promotion;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;machine-dce;machine-sink;ondemand-mds-loading;peephole;phi-elim-edge-splitting;ra-fsprofile-loader;sample-loader-inlining;tail-duplicate
360,RANDOM_CONFIG_0360,5,21,EnumSizeOpt;ForceInline;ImpossiblePredicates;JumpThreading;ScalarReplacementOfAggregates,advanced-peeling;cfi-fixup;cgp-branch-opts;copyprop;dfa-sched;gep-const-evaluation;ifcvt-diamond;ifcvt-triangle-rev;last-run-tracking;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;machine-dce;machine-sink;mr-partial-inlining;ondemand-mds-loading;sample-loader-inlining;separate-const-offset-from-gep;spill-fusing;tail-calls;type-promotion;vector-combine
361,RANDOM_CONFIG_0361,4,29,DataflowConstProp;DestinationPropagation;Inline;InstSimplify-before-inline,2addr-hack;adv-copy-opt;advanced-peeling;block-placement;cgdata-for-merging;cgp-delete-phis;chr;cleanups;demotion;i2p-p2i-opt;ifcvt-simple;ifcvt-triangle-false;loop-level-heuristics;lsr;machine-cse;machine-dce;machine-sink;peephole;postra-machine-sink;ra-fsprofile-loader;replace-with-vec-lib;sample-loader-inlining;separate-const-offset-from-gep;spill-fusing;strictnode-mutation;tail-duplicate;vector-combine;vp;whole-program-visibility
362,RANDOM_CONFIG_0362,4,21,EnumSizeOpt;JumpThreading;MatchBranchSimplification;ScalarReplacementOfAggregates,cgdata-for-merging;constant-hoisting;dfa-sched;early-taildup;expand-reductions;i2p-p2i-opt;ifcvt-diamond;ifcvt-triangle-rev;last-run-tracking;lftr;loop-level-heuristics;memop-opt;nofree-inference;phi-elim-edge-splitting;preheader-prot;promote-alloca-to-vector;ra-fsprofile-loader;ssc;tail-calls;vp;whole-program-visibility
363,RANDOM_CONFIG_0363,9,28,CopyProp;DataflowConstProp;DeadStoreElimination-initial;EarlyOtherwiseBranch;Inline;InstSimplify-after-simplifycfg;InstSimplify-before-inline;JumpThreading;ReferencePropagation,2addr-hack;adv-copy-opt;branch-fold;cfi-fixup;cgp-select2branch;cleanups;copyprop;gep-const-evaluation;global-outlining;icp;ifcvt-simple;ifcvt-triangle;ifcvt-triangle-rev;interleaved-load-combine;last-run-tracking;licm-promotion;loop-idiom-vectorize-all;machine-sink;memop-opt;mr-partial-inlining;ondemand-mds-loading;phi-elim-edge-splitting;promote-alloca-to-vector;ra-fsprofile-loader;separate-const-offset-from-gep;ssc;strictnode-mutation;vector-combine
364,RANDOM_CONFIG_0364,5,24,DeadStoreElimination-initial;EarlyOtherwiseBranch;EnumSizeOpt;GVN;InstSimplify-before-inline,adv-copy-opt;cfi-fixup;cgp-delete-phis;cgp-ext-ld-promotion;demotion;gep-const-evaluation;i2p-p2i-opt;ifcvt-diamond;ifcvt-triangle-false;loop-idiom-vectorize-all;machine-cse;mergeicmps;partial-libcall-inlining;peephole;phi-elim-edge-splitting;postra-machine-licm;postra-machine-sink;ra-fsprofile-loader;select-optimize;ssc;tail-calls;tail-duplicate;thinlto-funcattrs;type-promotion
365,RANDOM_CONFIG_0365,4,25,CopyProp;DeadStoreElimination-final;EnumSizeOpt;JumpThreading,binop-extract-shuffle;cgp;cgp-select2branch;copyprop;early-taildup;ifcvt-simple;ifcvt-simple-false;ifcvt-triangle;ifcvt-triangle-rev;interleaved-load-combine;last-run-tracking;loop-idiom-vectorize-bytecmp;machine-cse;memop-opt;mr-partial-inlining;nounwind-inference;phi-elim-edge-splitting;postra-machine-licm;postra-machine-sink;promote-alloca-to-vector;replace-with-vec-lib;select-optimize;separate-const-offset-from-gep;ssc;tail-calls
366,RANDOM_CONFIG_0366,4,32,ForceInline;InstSimplify-before-inline;MatchBranchSimplification;ReferencePropagation,auto-upgrade-debug-info;bitcode-version-upgrade;cfi-fixup;cgp;cgp-delete-phis;cgp-gc-opts;cgp-select2branch;chr;constant-hoisting;dfa-sched;expand-reductions;icp;ifcvt-forked-diamond;last-run-tracking;layout-fsprofile-loader;lftr;licm-promotion;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;machine-licm;machine-sink;memop-opt;partial-libcall-inlining;phi-elim-edge-splitting;post-ra;postra-machine-sink;replace-with-vec-lib;sample-loader-inlining;ssc;vector-combine;vp;whole-program-visibility
367,RANDOM_CONFIG_0367,8,22,CopyProp;DeadStoreElimination-final;ForceInline;GVN;Inline;ReferencePropagation;ScalarReplacementOfAggregates;UnreachablePropagation,auto-upgrade-debug-info;binop-extract-shuffle;block-placement;branch-fold;cgp;constant-hoisting;copyprop;i2p-p2i-opt;icp;ifcvt-triangle;ifcvt-triangle-false;last-run-tracking;lsr;nofree-inference;non-allocatable-phys-copy-opt;peephole;postra-machine-sink;ra-fsprofile-loader;replace-with-vec-lib;sample-loader-inlining;select-optimize;whole-program-visibility
368,RANDOM_CONFIG_0368,5,27,DataflowConstProp;EnumSizeOpt;InstSimplify-before-inline;MatchBranchSimplification;SingleUseConsts,2addr-hack;block-placement;cgdata-for-merging;cgp-delete-phis;chr;demotion;early-taildup;global-outlining;interleaved-load-combine;last-run-tracking;licm-promotion;loop-idiom-vectorize-all;lsr;machine-cse;machine-dce;machine-sink;mr-partial-inlining;nounwind-inference;ondemand-mds-loading;post-ra;promote-alloca-to-vector;ra-fsprofile-loader;sample-loader-inlining;select-optimize;strictnode-mutation;type-promotion;whole-program-visibility
369,RANDOM_CONFIG_0369,4,25,EnumSizeOpt;ImpossiblePredicates;ScalarReplacementOfAggregates;SingleUseConsts,adv-copy-opt;auto-upgrade-debug-info;block-placement;cfi-fixup;cgp-gc-opts;cgp-select2branch;complex-addr-modes;dfa-sched;early-taildup;ifcvt-triangle-false;layout-fsprofile-loader;lftr;licm-promotion;loop-level-heuristics;machine-cse;machine-licm;mr-partial-inlining;nofree-inference;ondemand-mds-loading;phi-elim-edge-splitting;preinline;sample-loader-inlining;tail-duplicate;type-promotion;vector-combine
370,RANDOM_CONFIG_0370,7,23,CopyProp;DeadStoreElimination-final;ForceInline;GVN;ImpossiblePredicates;SingleUseConsts;UnreachableEnumBranching,adv-copy-opt;advanced-peeling;binop-extract-shuffle;block-placement;branch-fold;cfi-fixup;cgp-ext-ld-promotion;chr;cleanups;expand-reductions;gep-const-evaluation;icp;ifcvt-forked-diamond;interleaved-load-combine;last-run-tracking;loop-idiom-vectorize-bytecmp;machine-dce;machine-sink;non-allocatable-phys-copy-opt;postra-machine-sink;replace-with-vec-lib;separate-const-offset-from-gep;thinlto-funcattrs
371,RANDOM_CONFIG_0371,4,20,DeadStoreElimination-final;DeadStoreElimination-initial;GVN;MatchBranchSimplification,advanced-peeling;bitcode-version-upgrade;branch-fold;complex-addr-modes;dfa-sched;early-ifcvt;ifcvt-triangle-false;interleaved-load-combine;last-run-tracking;layout-fsprofile-loader;lftr;loop-idiom-vectorize-bytecmp;memop-opt;non-allocatable-phys-copy-opt;postra-machine-sink;preheader-prot;ssc;tail-duplicate;type-promotion;vector-combine
372,RANDOM_CONFIG_0372,5,21,DataflowConstProp;DestinationPropagation;Inline;InstSimplify-after-simplifycfg;ScalarReplacementOfAggregates,2addr-hack;cfi-fixup;cgp;cgp-gc-opts;cleanups;global-outlining;ifcvt-simple-false;ifcvt-triangle-rev;last-run-tracking;licm-promotion;lsr;machine-cse;machine-dce;mergeicmps;partial-inlining;peephole;phi-elim-edge-splitting;sample-loader-inlining;spill-fusing;vp;whole-program-visibility
373,RANDOM_CONFIG_0373,5,20,CopyProp;ImpossiblePredicates;ReferencePropagation;UnreachableEnumBranching;UnreachablePropagation,advanced-peeling;auto-upgrade-debug-info;binop-extract-shuffle;cgp-branch-opts;cgp-delete-phis;cgp-select2branch;copyprop;demotion;early-ifcvt;expand-reductions;icp;lftr;loop-idiom-vectorize-bytecmp;memop-opt;nofree-inference;postra-machine-sink;preheader-prot;sample-loader-inlining;vp;whole-program-visibility
374,RANDOM_CONFIG_0374,3,26,CopyProp;DeadStoreElimination-initial;UnreachablePropagation,branch-fold;cgp-branch-opts;cgp-delete-phis;cgp-store-extract;cleanups;early-taildup;icp;ifcvt-forked-diamond;ifcvt-triangle-false;interleaved-load-combine;last-run-tracking;lftr;loop-level-heuristics;machine-dce;machine-licm;memop-opt;mergeicmps;mr-partial-inlining;post-ra;postra-machine-sink;preinline;replace-with-vec-lib;tail-calls;tail-duplicate;thinlto-funcattrs;whole-program-visibility
375,RANDOM_CONFIG_0375,5,16,DeadStoreElimination-final;DestinationPropagation;EarlyOtherwiseBranch;EnumSizeOpt;UnreachablePropagation,advanced-peeling;branch-fold;cgp-select2branch;chr;cleanups;copyprop;expand-reductions;global-outlining;ifcvt-diamond;ifcvt-forked-diamond;lsr;postra-machine-licm;promote-alloca-to-vector;separate-const-offset-from-gep;spill-fusing;vector-combine
376,RANDOM_CONFIG_0376,8,22,DataflowConstProp;DeadStoreElimination-final;DestinationPropagation;ImpossiblePredicates;Inline;InstSimplify-before-inline;SingleUseConsts;UnreachableEnumBranching,branch-fold;cgp-delete-phis;cgp-ext-ld-promotion;cgp-select2branch;copyprop;dfa-sched;ifcvt-simple-false;ifcvt-triangle-false;lftr;loop-idiom-vectorize-all;loop-level-heuristics;lsr;machine-licm;machine-sink;non-allocatable-phys-copy-opt;post-ra;preinline;replace-with-vec-lib;spill-fusing;strictnode-mutation;tail-duplicate;whole-program-visibility
377,RANDOM_CONFIG_0377,6,24,DataflowConstProp;DeadStoreElimination-initial;EarlyOtherwiseBranch;ForceInline;InstSimplify-after-simplifycfg;UnreachablePropagation,auto-upgrade-debug-info;block-placement;cgp-branch-opts;chr;complex-addr-modes;constant-hoisting;copyprop;early-ifcvt;early-taildup;expand-reductions;icp;ifcvt-forked-diamond;ifcvt-simple;machine-cse;machine-licm;memop-opt;ondemand-mds-loading;post-ra;preinline;ra-fsprofile-loader;sample-loader-inlining;strictnode-mutation;type-promotion;vector-combine
378,RANDOM_CONFIG_0378,5,27,DataflowConstProp;ForceInline;MatchBranchSimplification;ReferencePropagation;UnreachablePropagation,2addr-hack;adv-copy-opt;advanced-peeling;binop-extract-shuffle;complex-addr-modes;constant-hoisting;demotion;early-taildup;i2p-p2i-opt;ifcvt-diamond;ifcvt-forked-diamond;interleaved-load-combine;loop-idiom-vectorize-all;machine-cse;machine-licm;machine-sink;nofree-inference;partial-inlining;peephole;phi-elim-edge-splitting;post-ra;promote-alloca-to-vector;ra-fsprofile-loader;strictnode-mutation;tail-calls;tail-duplicate;whole-program-visibility
379,RANDOM_CONFIG_0379,8,26,DeadStoreElimination-initial;DestinationPropagation;EnumSizeOpt;ForceInline;InstSimplify-before-inline;JumpThreading;MatchBranchSimplification;UnreachablePropagation,advanced-peeling;auto-upgrade-debug-info;binop-extract-shuffle;bitcode-version-upgrade;cgdata-for-merging;cgp-branch-opts;cgp-ext-ld-promotion;cgp-gc-opts;chr;copyprop;demotion;early-ifcvt;ifcvt-triangle-rev;layout-fsprofile-loader;machine-dce;machine-licm;non-allocatable-phys-copy-opt;nounwind-inference;ondemand-mds-loading;phi-elim-edge-splitting;preheader-prot;promote-alloca-to-vector;ssc;tail-calls;thinlto-funcattrs;vp
380,RANDOM_CONFIG_0380,9,23,CopyProp;DataflowConstProp;DeadStoreElimination-initial;EarlyOtherwiseBranch;EnumSizeOpt;Inline;JumpThreading;MatchBranchSimplification;UnreachablePropagation,auto-upgrade-debug-info;binop-extract-shuffle;cgdata-for-merging;cgp-select2branch;complex-addr-modes;copyprop;dfa-sched;early-taildup;expand-reductions;gep-const-evaluation;icp;loop-idiom-vectorize-all;machine-licm;memop-opt;ondemand-mds-loading;peephole;postra-machine-licm;postra-machine-sink;select-optimize;separate-const-offset-from-gep;spill-fusing;ssc;tail-calls
381,RANDOM_CONFIG_0381,6,28,DeadStoreElimination-final;DeadStoreElimination-initial;ForceInline;Inline;ScalarReplacementOfAggregates;UnreachableEnumBranching,2addr-hack;binop-extract-shuffle;bitcode-version-upgrade;block-placement;cfi-fixup;cgp-select2branch;chr;cleanups;constant-hoisting;demotion;dfa-sched;global-outlining;ifcvt-simple;ifcvt-simple-false;ifcvt-triangle;last-run-tracking;layout-fsprofile-loader;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;lsr;machine-sink;memop-opt;ondemand-mds-loading;partial-libcall-inlining;peephole;tail-calls;vector-combine;vp
382,RANDOM_CONFIG_0382,7,25,ForceInline;Inline;InstSimplify-after-simplifycfg;InstSimplify-before-inline;ScalarReplacementOfAggregates;SingleUseConsts;UnreachableEnumBranching,adv-copy-opt;auto-upgrade-debug-info;bitcode-version-upgrade;block-placement;cfi-fixup;cgp-ext-ld-promotion;cgp-gc-opts;cgp-store-extract;chr;cleanups;complex-addr-modes;early-taildup;ifcvt-diamond;ifcvt-simple;ifcvt-simple-false;last-run-tracking;loop-level-heuristics;mergeicmps;ondemand-mds-loading;partial-inlining;postra-machine-licm;promote-alloca-to-vector;replace-with-vec-lib;separate-const-offset-from-gep;thinlto-funcattrs
383,RANDOM_CONFIG_0383,8,20,DeadStoreElimination-initial;EnumSizeOpt;ForceInline;InstSimplify-before-inline;MatchBranchSimplification;ScalarReplacementOfAggregates;UnreachableEnumBranching;UnreachablePropagation,2addr-hack;branch-fold;cgp;cgp-store-extract;cleanups;constant-hoisting;copyprop;gep-const-evaluation;last-run-tracking;lftr;licm-promotion;loop-idiom-vectorize-bytecmp;loop-level-heuristics;machine-licm;machine-sink;nofree-inference;nounwind-inference;ondemand-mds-loading;replace-with-vec-lib;vp
384,RANDOM_CONFIG_0384,3,25,InstSimplify-after-simplifycfg;JumpThreading;ReferencePropagation,adv-copy-opt;auto-upgrade-debug-info;bitcode-version-upgrade;branch-fold;cgp-delete-phis;cgp-ext-ld-promotion;cgp-gc-opts;cgp-select2branch;cgp-store-extract;cleanups;complex-addr-modes;copyprop;demotion;expand-reductions;lftr;mergeicmps;nofree-inference;partial-inlining;partial-libcall-inlining;promote-alloca-to-vector;spill-fusing;tail-calls;tail-duplicate;thinlto-funcattrs;type-promotion
385,RANDOM_CONFIG_0385,4,21,EarlyOtherwiseBranch;Inline;InstSimplify-after-simplifycfg;SingleUseConsts,advanced-peeling;cgp-branch-opts;cgp-select2branch;constant-hoisting;expand-reductions;gep-const-evaluation;ifcvt-triangle;ifcvt-triangle-rev;licm-promotion;loop-idiom-vectorize-all;loop-level-heuristics;lsr;machine-sink;nounwind-inference;partial-libcall-inlining;postra-machine-licm;preinline;sample-loader-inlining;separate-const-offset-from-gep;tail-calls;vector-combine
